Album_Name	Song_Name	Lyrics	Album_URL	Views	Release_date	Unnamed: 6
Unreleased Songs	Fly Away	chorus blaze people ask lately thought fell nobody could save play background dont back dont get twisted try play first come underrate come back still try fade say im nasty say im crazy ask think say maybe ill fly away fly away aint nuttin way may well fly away fly away aint nuttin else say may well fly away fly away know wan na see aint gon die today die today cause done top theres nowhere else go yeah yeah yeah way see mes looking yeah yeah yeah theres nuttin else say may well fly away oh yeah theres nuttin way may well fly away im top thing may well fly away yeah verse eminem got selfesteem back got confidence ima step stage im gon na strut walk around pants hangin butt aint bout tell nuttin boy get nuts goes one money two show shit dont stink dont think wipe ass tissue roll back roll ready go bald eagle landed im back hair sorry leavin stranded im twice dreaded evil rancid cant sit dont think anybody understands especially worlds silly putty hands playdoh aint back play though say died fatal car crash shows know shit itd trailer car white trash star fuck rvup like brett favre homie got backwards youre dipping soup inside crackers carry rap till back hurts set go right back chiropractors get back right im right back bastards chasing dragon dont know happened like feeling first started rappin couldnt seem get back recapture magic went back lab thats chorus condensed blaze people ask lately thought fell nobody could save play background dont back dont get twisted try play first come underrate come back still try fade say im nasty say im crazy ask think say maybe ill fly away fly away aint nuttin way may well fly away fly away aint nuttin else say may well fly away verse eminem took hiatus haters im back cause trouble got fuckin shape mushroom clouds thought bubbles im explosion aint fucking sick hospital wont even give cough drops coughs cocksucker think hot aint even lukewarm pukes hotter youre soft use fire cool told em id grow one day show em id able choke clouds pick lightning bolts throw em take world storm words form georgiporgi kissed girls make girls cry make em swarm make em fight shirts ive worn swoon sweat towels mind blowin yes im livin dream homie cant nothing compare im im stuck midair im lovin yeah like people steps stare haters pussy afraid scared pay back like owe em back pay spat face im back exact way leave rap game bad taste slap back step back outta crap slap im slappin em back hey fuck slap happy yeah okay im talking smack ayy aint looking back fact stare ass crack hows hind sight track say chorus blaze people ask lately thought fell nobody could save play background dont back dont get twisted try play first come underrate come back still try fade say im nasty say im crazy ask think say maybe ill fly away fly away aint nuttin way may well fly away fly away aint nuttin else say may well fly away fly away know wan na see aint gon die today die today cause done top theres nowhere else go yeah yeah yeah way see mes looking yeah yeah yeah theres nuttin else say may well fly away oh yeah theres nuttin way may well fly away im top thing may well fly away yeah	https://genius.com/albums/Eminem/Unreleased-songs	55K	February 16, 2011	
Unreleased Songs	Im Having a Relapse	intro torture chambers secret passageways vats acid deadly vaults intro ohh chkit chkit chkit chkit ohh guechkit chkitguess whos back frrkit said ohh guegueguegueitchkit said ohh rrrrrchkitchkitguess whos back frrkit said man chkitchkitchkitchkit damn ohh guegueguess whos back guegueguegueguess whos back frrkit damn feels good back guess whos back im relapse verse eminem hell manage get felony charges hes already got life jail man hell problem well honest smell chronic leaves make hella demonic theyve compelled kill elderly man get panic attacks pop xanax relax trying stick fucking dick inside mannequins ass get manicdepressed see orthodontist get gassed man kickass first thing put mask speaking masks man aint late change pace take show face see things face slice cook youre murdered strangulation thats bacon souffle making aint well thank jason goes one coma due blunt force trauma give one soma ill done mama go damn broom closet another valium lost shoving vacuum nozzle bathroom faucet seems like every day get little flakier medication making hands little shakier hand eighteenmonthold baby shake itll take second choke trachea breaking neck eightysome places baby shady comes lady hes got razor bblades chchchainsasaw baby bbblundering bumbling mmmumbling dumdums yeah comecome hear rumbling vrummvrumm theres something inside blue tub drumdrum head torso someone whered come whos belong maybe girl long blonde hair disappeared left cheerleader pompoms clearly theres somethin wrong cause didnt come home shes missing something fishy going guess stuck bitch pitchfork long prongs everybody get dance damn song come	https://genius.com/albums/Eminem/Unreleased-songs	40.1K	October 16, 2008	
Unreleased Songs	Cut Back (Leak)	verse cut back syllables little still feel ikilla toshow still put forthan effort one foot forward thank heavens good lord whoever wouldve thought umbilical cord would ever get cut cut ssame cloth name thankful came forth tempered whether boiled flame broiled say name bet ass gon pay respect crown came feel like passing around well jay throw way ill go straight toward ill wait skateboard got couple scrapes forget im stuck rut ill get always aint gon sit argue came gutter crawled im back im sorry feel awful                                                                   	https://genius.com/albums/Eminem/Unreleased-songs		2007	
Unreleased Songs	Everything	intro cds aint selling anyways man look soundscan really dont think matters hook everythingidoisnumberone makesyou two thatspells trouble meand cause thats beef starts crews dont mind debut number two make money cant satisfied verse like legacys pregnant planting eggs every record theyre beggin release cd every second dont expect cause every time get hit question deflect get cahis record check buck like get motherfuckers fore smack em plus ti dropped album go get one got whole stable artists whos able fully capable holdin label til figure im ready drop maybe shady look hot top pop popular youre youre washed entrepreneur hows possible well little fickle minds wouldve caught didnt see dont rap green mean aint greedy also know like needy never go back poverty see aint easy try step away entertainment separate cds every day seems like beefin even medias meat eaters got ta give something read wont buy believe wan na believe let em feed bs ps peace ti gon aight hook everything number one makes two spells trouble cause thats beef starts crews dont mind debut number two make money cant satisfied outro peace hold head partner know gon na dont give fuck youre doin gon touchdown back private charter plane gon touchdown know gon get crackin man gon touchdown told aint way keep em quiet ti shady baby gon make bigger riot touchdown	https://genius.com/albums/Eminem/Unreleased-songs	21.5K	2007	
Unreleased Songs	Take The World With Me	intro pacewon outsidaz shit started hearing laughter head somebody laughing always laughing im bout go crazy started set niggas nah mean pacewon bridge pacewon im high like redman tripping tab acid headband bout lose mind names pacewon ill kick ass quickly die ima try take whole world raw rhymes penetrate kidney die ima try take whole world got plans lock take take whole world verse pacewon yeah hitting rude shit rolling like crews new whips call stupid mastered fantastic ghetto bastard raw rap style kick ass rough brillo nympho spreading like info jacksons got kinfolk crew strong stink like mother feet walk shoes socks light popcorn disciplining fresh mcs youd scared rock chorus pacewon dat im low im shifty die ima try take whole worth mcs get slapped cause sissy die ima try take whole worth take world take take set interlude eminem yeah eminem dirty dozen yeah verse eminem pacewon im soundproof booth without roof drunk proof vodka dr ruth vocal room inhaling magic markers sitting dark lighting blunts sparklers got man pacewon behind boards cause tied engineer output cords outsidaz bizarres lobby beatles smoking bowls poking holes veins dirty needles get doped popping uppers run train foxy brown without rubbers uh uhhuh yeah smoking homegrown drugs thats barely tell fuck saying like bonethugs uh hitting blunts til lungs contort smoke take one short toke snort coke shit lines day minds clay smelling pinesol spray hold hold hold hold smoking laced weed wrapped fruit rollup lungs swoleup bout bust open im hoping dont die snorting crushed motrin chorus eminem pacewon need drugs somebody fix die ima try take whole world twelve blunts plus im bringing girl die ima try take whole world im coming back dont send one get die ima try take whole world gim dat fuck give shit free die ima try take whole world verse bizarre pacewon wack mcs theres new sheriff town put guns die ill frown outsidaz uppers downers uhhuh yeah clowners even masters scared hang around us ugh im slob dont job peek windows steal good mom starters yall niggas hit benches smacking hoes joe jackson feminine convention cop mushrooms cant see pull bathroom im bout od nasty dirty say im filthy every time drop rap outs like ill b brains high fear eat pussy girl burning gonorrhea made box thugger dd crews stupid wax cowdy lion king whos big guy high chocolate kai disrespect youll lyrically die die chorus bizarre pacewon somebody hide somebody get die take whole world im bout girl named cindy die take whole world lockin bomb set give goodnplenty die take whole world know flow ill mcs microphone get verbally killed killed outro pacewon yall niggasll get killed fucking dirty pacewon motherfucker motherfuckers better act like know mc dont give fuck close far ima see wack ass pacewon pacewon	https://genius.com/albums/Eminem/Unreleased-songs	6.2K	January 1, 1998	
Unreleased Songs	Run Your Jewels (Snippet)	verse little things start trouble pressure bother shit stressing especially thepoverty ialways wondered whatmy destiny would offer onlyguess would accessory robbery                                                                                                                                                                                                                                                                                                                                                                                                                              	https://genius.com/albums/Eminem/Unreleased-songs		September 14, 2016	
Unreleased Songs	Emulate	verse obie trice obie person came introverted cause nervousness solely verdict worth cause changed became observant servin purpose knew earlier days like different version much hurtin pain gave game certain thats curtains murder get worked im assertive muthafuckas acting tougher enough isolatin room writing poems songs school look became fool cause learned sustain tool obtain fame livin hard still julliard god walks aint spend day pew regardless draw visual pictures nigga vents welcome art department verse eminem stimulate brain mimic emulate sane cynics keep thinkin fuckin gimmick aint clinically insane brain venus uranus label genius ever seen us would say may seem though hes plain normal ever meet greet shake see aint mean say see thing maybe cant always think things say hes vague mistake bein crazed part ways impression changed dont think hes strange turn around tell peace thanks catch flippin pants hands around scrotum tuckin fuckin penis legs verse verse repeated obie trice obie person came introverted cause nervousness solely verdict worth cause changed became observant servin purpose knew earlier days like different version much hurtin pain gave game certain thats curtains murder get worked im assertive muthafuckas acting tougher enough isolating room writing poems songs school look became fool cause learned sustain tool obtain fame livin hard still julliard god walks aint spend day pew regardless draw visual pictures nigga vents welcome art department verse eminem psychologic maniacal psycho kind psychotic shtick truly psychotic molecules diabolical cause biologically defy logic golly haul trolley probably want quack im back whacky tobacca ima step away crack obie smacked shit im slap happy man snap back reality im walkin art gallery science museum elephantitis nuts youd probably die see pull hit ground probably crack cement need ambulance cant put back pants help	https://genius.com/albums/Eminem/Unreleased-songs	28.8K	December 18, 2011	
Unreleased Songs	Renegades	verse royce several different levels picking shovels dumping ditches sea level front witness let refreshen niggas tell position chchk beef leave venice opposition finished invaded created pyramid names blame dre ear ahha ahha breathe id rather reach neck never heat respect unless greet less got skunk trunk im lying got pump trunk dying many lumps niggas want whos ready yall ready yall incredibly raw artist said would draw stand firm hurts live open worms hope ready dirt thats slap ho snatch mic brought yall black white new joe jackson ike renegades verse eminem since im position talk kids listen aint politician ill kick em minute cause see call menace shoe fits ill wear dont yall swallow truth grin bear whos king rude ludicrous lucrative lyrics could inherit title put youth hysterics usin music steer sharin views merits theres huge interference theyre sayin shouldnt hear maybe hatred spew maybe food spirit maybe beautiful music made cherish im debated disputed hated viewed america motherfuckin drug addict like didnt experiment nah nah thats start stare whos mirror see kid get embarrassed got nothin make look stupid parents fuckin dogooders bad couldnt good marriage clue get dont think stay tuned keep ears glued stereo cause go hes royce hes king detroit im sinister mr kissmyass hook eminem royce renegade never afraid say whats mind given time day cause im renegade never afraid talk anything anything anything cause im renegade never afraid say whats mind given time day cause im renegade never afraid talk anything anything anything anything verse royce determine time call nigga proof hand pint limon turn loose im tired new jacks im tired niggas thats like im bout blow unless bitch dont care bout move back youngster glock gon speak chew vest turn chest hair taco meat street continuous pit quick smash ya flash clip give picture develop click clock six shots blows another door gets hot hiphop quotable tug war niggas beats bitches made work shit pfft got harder twoway alerts thought dog couldnt get meaner talk daughter probably go get nina talk momma wont even give finger hes crazy deranged media eaters renegades verse eminem see im poet regular modernday shakespeare jesus christ king latterday saints shatter picture paint monger hate satan scatterbrained atheist aint case see matter taste people decide shadys bad say latter gateway escape media scapegoat mad today see easy cake simple whistling dixie im waving pistol sixty christians go war mormons take bath catholics holy water wonder try hold longer im motherfucking spiteful delightful eyeful new ice cube motherfuckers hate like im kid gutter makin butter bloodsuckers cause im motherfuckin hook renegade never afraid say whats mind given time day cause im renegade never afraid talk anything anything anything cause im renegade never afraid say whats mind given time day cause im renegade never afraid talk anything anything anything anything renegade never afraid say whats mind given time day cause im renegade never afraid talk anything anything anything cause im renegade never afraid say whats mind given time day cause im renegade never afraid talk anything anything anything anything thing	https://genius.com/albums/Eminem/Unreleased-songs	50.6K	January 1, 2005	
Unreleased Songs	"Ill Hurt You
"	intro busta rhymes eminem yeah guess ayo dre think trouble whoo scott storch like em feels like new day verse busta rhymes listen every time come hit niggas shit regardless get retarded niggas aint got clue fuck say say spit spit aint never even got ta question cause know im nigga ever come spitefully turn place motherfuckin zoo come spit ccrazy shshshshit mmmmake nnniggas exactly want em point view instead trying step still trying play catch keep way nigga grew niggas panic freakin get schizophrenic let emotions doubt ever test crew take second check reckon records better whatever record recorded thats shit whoo fuckin idiot dont think get im one greatest ever period every syllable true hook busta rhymes aint blind aint handicapped vision think simple enough think really plain see matter much try matter much make effort niggas never ever really fuck cause ill hurt learn thing two ill hurt ill finish career ill verse eminem shit mic doodoo fightin chance move covered poopoo smothered manure spit saliva fluid dodododododo ggggoobers glued dont clue sit back watch somethin gon achew made sneeze im allergic beats like please excuse allergies actin thanks lot scott youre probably wonderin theres thunder everyone runnin duckin everything block cause busta bus flipmode tip toed club shady quietly trying start riot doc since spotted might well party gather round everybody come lets get drink aint got nothin special occasion reach closet put something get club hook busta rhymes aint blind aint handicapped vision think simple enough think really plain see matter much try matter much make effort niggas never ever really fuck cause ill hurt learn thing two ill hurt ill finish career ill verse busta rhymes catch niggas snatch niggas bunch bumblin fools got rumblin dudes way block keep stumblin jumblin words vowels throw towel see niggas clock runnin time see im tired yall mmmmumblinmmmumblin nnnigga got locked every single time put shit cd player turn volume bang head shit continue crumblin niggas tumblin niggas struggle humble nigga glock watch ill keep fumblin got trtrtremblin one niggas bust head rock start another thing make crown king butter swing nigga follow flock watch brother bring diamonds summer bling im climbing fuck tell bitch get yacht hook busta rhymes aint blind aint handicapped vision think simple enough think really plain see matter much try matter much make effort niggas never ever really fuck cause ill hurt learn thing two ill hurt ill finish career ill	https://genius.com/albums/Eminem/Unreleased-songs	186.1K	July 13, 2006	
Unreleased Songs	Till Hell Freezes Over	intro yo yo yo yo yo motherfuckin anthem hiphop hiphop music anthem cause ima keep doin hiphop music day die motherfuckin day die aight bitch verse yo im voodoo tarot cards ouija boards lightin candles campin haunted beach resorts write dark shit rap perverted violence ghost stories people murdered deserted islands dressed jean shorts high tops tube socks holdin rifle life full drama like pacs jumpin rooftops drunk shots landin someones backyard gettin chewed two rots got new watch two rings huge rocks rap shit got cash comin blue like nude cops use sell pizzas got twelve visas tell jesus ima quit sinnin hell freezes hook thats brain order thats probably nights gettin colder days seem shorter world turns keep growin older ill livin hiphop till hell freezes bitch till hell freezes ill livin hiphop till hell freezes world turns keep growin older ill livin hiphop till hell freezes verse yo used heavy cruising gratiot crap think fucked head listenin acid rap go parties bumpin nasty nass new song smoke pot til get high stare shit long like weed laced aint tastes tainted whole place fainted woke face painted spaced like scifi tv fuck icp buy cd yeah thats im screamin im handin promo tapes debut tellin bitches let eat pussy shave aint shame game turn party makin everybody shout rapper potty mouth hook thats brain order thats probably nights gettin colder days seem shorter world turns keep growin older ill livin hiphop till hell freezes bitch till hell freezes ill livin hiphop till hell freezes world turns keep growin older ill livin hiphop till hell freezes outro uh uhuh uh uhuh uh uh uh uhuh uh uh ah ahah ah ah uh uhuh uh uh ah ahah ah ah uh uhuh uh uh dr dre ah ahah ah ah slim shady outsidaz	https://genius.com/albums/Eminem/Unreleased-songs	42K	2000	
Unreleased Songs	Nut Up	intro ayy em yeah chorus slim shady stage please oh wont please make place go crazy know doin ladies ladies aint place youre lazy get said shady stage please oh wont please make place go crazy know doin ladies wont please step mic baby verse little boring lately ive playing poison ivy pee ive itching get shit heard said club guess id let without guess like put best dang white tee evenings festivities even got pressed drycleaned rest heathens building til closes partying til nobody knows im drinking keep bacardi concealed inside jacket ones looking tap bottle crack swig put frigging top back cap yeah bullshit man got back god dammit boy dont want doggone gin tonic slam alcoholic thats upon inspection monicas bra examine youre wondering im looking awe cause im overjoyed see people brawl jam lets go chorus slim shady stage please oh wont please make place go crazy know doin fellas turn ladies tell em hit lottery baby said shady stage please oh wont please make place go crazy heard fellas lets hear ladies say hit fucking lottery baby verse man hate ones paying attention wont let til dont intention like breast bootys skinny pinch possible waist inches ease henny sip theres many winches thats got interest im drenched sweat trenches continue make way way center dance floor ive entered hope dont get injured oh go im shaking tail ohso member oh feet dont fail better nimble swoop bimb get info nympho dudes went cause way pimped shadys mercedes benz crazy rims got ladies trembling like gremlin head full red bull dude feel incredible medicine edible unforgettable girl fact didnt meet sooner thing thinks regrettable let check schedule shit oh phone number aint even legible nights unmeasurable itd pleasure introduce chorus slim shady stage please oh wont please make place go crazy know doin fellas turn ladies tell em hit lottery baby said shady stage please oh wont please make place go crazy heard fellas lets hear ladies say hit fucking lottery baby verse come club dont care paid snuck soon hear beat drop stop start buckin get like youre homie get like youre ducking like youre stuck air like youre luck like turn frown upside youre stuck theres upside youre downside youre hungover shady wont tell em whats go get cup refill speed little bit kill dont stand look whip chick get aint got ta tell close door youre lettin flies supposed air conditioning whole outside would look youre riding better take pride stare five minutes youre lucky didnt drive youre privileged inside stepped party liven caught vibe minute arrived ladies make noise youre likin tell boyfriend take hike two heinekens youre mine slim shady wont please step mic come chorus slim shady stage please oh wont please make place go crazy know doin fellas turn ladies tell em hit lottery baby said shady stage please oh wont please make place go crazy heard fellas lets hear ladies say hit fucking lottery baby	https://genius.com/albums/Eminem/Unreleased-songs	18.2K	August 15, 2019	
Unreleased Songs	If I Told You	verse joyner lucas uh told different told somethingsmissin andwhat itold alike theway feel inside different picture told feel divided keep im awfully quiet told conflicted thoughts trapped dark tried hide im slave fuckin fairy tale bet think know well make mistake cry help cause dont owe one explanation feel prechorus joyner lucas real told brave grew different raised still told im place wait told gay chorus joyner lucas duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh verse joyner lucas yeah told im alright mean dont feel dead im alive told im like shit ive goin itll prolly make cry told im person think know dont exist look im know im wish im want want isnt grew church couldnt felt like prisoner couldnt leave cell told god dont like ugly ugly world ever seen things different would burn hell prechorus joyner lucas real new phase grew different raised still told im place wait told gay chorus joyner lucas duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh verse eminem told im homophobic zero control impulses genetic flaw chromosomes culprit something cant sugarcoat repulsive homies since children thought thought buggin though cause wed sit chill talk chicks friends still unless convince repent ask god forgive sins begin healin conscience rid sick illness causes part wishes youd kept shit still closet im white im gettin mixed feelings like logic yeah im pissed little choice supposed boys youre actin like aint optional said weak cause dont got strength conquer biological monster thats part thats responsible homosexual thoughts dont want lecture part like sofa section long make decision stand cant beside cause thatd next impossible learn control urges say like pullin teeth morals oral surgeons would even know anyways youre virgin cant normal person tried steerin towards girlfriend wouldnt work would seem pretty surefooted im sure good judgin right know goodbye seems cold right even flicker hope like strobe light leave swear stayed whole night didnt know would go right home go take life aint mean shit happen said wont cry let best friend ive ever known die alone gon na tell next day im sorry im fightin demons wont lie wont leave alone eating soul whole time ive tortured imprisoned mind born christian lord youre listenin might headed collision cause told boy couldnt support decision tryna make seem like choice isnt cant cured prayer saint jude told wish never came true im hypocrite whos afraid face truth wait told im gay chorus joyner lucas duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh	https://genius.com/albums/Eminem/Unreleased-songs	120.3K		
Unreleased Songs	Cocaine	intro eminem jazmine sullivan yeah ooh game like cocaine want anything world haha least thought got yeah need im addicted yeah im fading verse eminem beat words first blank painting exercising mind brain strength training starts something like shadys insane maniac yeah slim shady thats zany name aint needs image go name baby wifebeaters white tshirts hanes mainly long shot possible theres lane maybe hes gon come change whole game aint wants fame bad taste see name lights women screaming fucking name fainting shady sold whole dang stadium joe shmoe made took plain jane lady baby hailie trailer aint trailing anymore hes ahead race maintaining innocence little know train derailing hes raped game anally hook jazmine sullivan would little bit would give little bit cocaine cause cave dont want leave got yeah made im addicted yeah im fading cause cave dont want leave verse eminem youre operating cylinders syllables spit like dillingers spilling guts people feeling mic skills haters ice grilling ya willing sacrifice anything life might steal ya fake friends kill ya die ya cant decipher life ya wasnt like cyphering argue wife found vicodin pants last night disputes public nothing private anymore oh best friend say byebye kind apple take bite slim wanted marshall aint fuck way turned nothin like picture painted head sometimes dream making fun actually make game stripped naked robbed ever another real relationship another girl world fucking trip slip another world proceed take another hit sniff til fucking hurl tell em fucking sit spin til fucking twirl middle finger relapsing back game oh well fuck hook jazmine sullivan would little bit would give little bit cocaine cause cave dont want leave got yeah made im addicted yeah im fading cause cave dont want leave bridge jazmine sullivan start bright see name lights live life take bite lose sight call fame think youre good cause got hood concerned getting dough longer poor lost soul call fame hear callin name callin struggling could ballin head saying yes feet stallin many walkin end fallin got like eve apple grab got take got make thats plan cant forsake yeeyeah hook jazmine sullivan would little bit would give little bit cocaine cause cave dont want leave got yeah made im addicted yeah im fading cause cave dont want leave outro guess cant leave im oh well fame fame fame	https://genius.com/albums/Eminem/Unreleased-songs	60.9K	December 29, 2010	
Unreleased Songs	The Peoples Champ (Intro)	told world one day would pay back say tape lay record one day could play back ask okay ask im happy asking shit thats thrown beat words first blank painting exercising mind brain strength training motto live bottle supply low bring truckload highlow name chauncey billups im kind like raunchy phillips screwdriver crews live cant sleep youre still came game bad intentions aint budged even inch since lava lips flips wake think cramp im trying shove lava lamp fathers ass got self esteem back got confidence im gon na step stage im gon na strut shady man done told homie easy wont listen ya nah guess	https://genius.com/albums/Eminem/Unreleased-songs	14.1K	December 18, 2011	
Unreleased Songs	Hit Me with Your Best Shot	intro pat benatar honorable cnote come put place come put place chorus pat benatar hit best shot hit best shot hit best shot hit best shot hit best shot hit best shot put place come put place come put place come put place come put place verse bizarre proof died happened happened marshall stopped rapping damn guess makes captain uhhuh hit mattress okay pistolpacking uhhuh sick assassin yeah hit gas okay get mashing broke bitches asking cliques relaxing hills aspen popping pills aspirin im machine brought marshall back life told rhymes tight figured would grab mic like nigga bout rhyme right christ woo sometimes get mad fight right back lab tonight grab light thats right living like rock star life six grown men old friends nigga bugz deshaun holton way ima hold nigga till world end chorus pat benatar hit best shot hit best shot hit best shot hit best shot hit best shot hit best shot put place come put place come put place come put place come put place verse swifty lot niggas try underestimate till come back vengeance slice trachea yall placed contract hating ima waste one one tainting ability kill facility ima send satan fast child rapist facing life trifle henny made waiting gon lock basement im oneman army marine navy done made angry im crazy insane maybe bite face baby anyone try diss proof hailie ima break halo put reapers payroll erase hang soul aint hoes mcvay got scroll names dipped blood man im cold chorus pat benatar hit best shot hit best shot hit best shot hit best shot hit best shot hit best shot put place come put place come put place come put place come put place verse kuniva know thought done rose uh got gun make whole inside fold blow hit us best shot still standing uh tell world lick scrotum straight soldiers wan na stunt want wan na fall guy want pump want wan na get slumped looking sideways every time roll ima keep blunt haha yall run almost lost marshall huh yall big like costco yeah back bitch like tampon still talk dirty ems clean like bar soap ugh soon slip buffoon shit yeah hands sweeper broomstick bitch stop looking stupid im rude abusive strapped dont make use chorus pat benatar eminem hit best shot hit best shot hit best shot hit best shot hit best shot hit best shot put place come put place come put place come put place come put place aight heres come verse eminem came game bad intentions aint budged even inch since im stubborn evil insensitive im like nothing ever seen pencil hand like im holding insulin might wan na button like benjamin aint frightened nothing injure men step right mark henchmen walk straight stage aint cause trouble get fuck face fall back little cocksucker aint aw dont get cold mugs way get em shattered fucking way since bc say im stuck ways like double stick tape dont get turned vegetable dick face aint superman stay lane lois spitting flames like flamethrowers spit till get sprained jaws metaphors cut force chainsaws hope youre coming game cause things changed game isnt game boys stakes raised better make lemonade give lemons want us let em aim us chorus pat benatar hit best shot hit best shot hit best shot hit best shot hit best shot hit best shot put place come put place come put place come put place come put place	https://genius.com/albums/Eminem/Unreleased-songs	24K	January 28, 2011	
Unreleased Songs	Give Me the Ball	verse eminem name chauncey billups im kind like raunchy phillips screwdriver crews liver cant sleep youre still get ball im like rip cant get grip probably got stripped wan na rumble reason trip grab like gnarls barkley holds mic snarls spark smile like charles barkley come im hard guard aint booin aint pursuin lawsuits aint suin know im doin give ball life ruined im like rasheed remind spirit proof im happy lucky ballin groovin im move im smooth give ball dont know shoot basket teams need casket lebron sayin dont respond theres back forth game mental man play aloud walk away hush crowd trying touch sit hook eminem detroit basketball homie like told detroit basketball man dont think ready verse eminem get crowd rolled like uhaul truck call ball chuck aint tall ill leave utah stuffed man love game hell called need points paint im joints stained coins bank going way yeah baby true im talking already know pass happens adapt heat strap seat got grasp beat aint convinced give tayshaun prince havent stayed calm since leave ball delayed palm prints hook eminem detroit basketball homie like told detroit basketball man dont think ready outro eminem get everybody involved homie get everybody involved said get everybody involved homie get everybody involved yeah ahh said ahh give ball got ta walk crawl tell aint listenin detroit basketball homie hey yo beam scottie hahahahahahahahahahaha	https://genius.com/albums/Eminem/Unreleased-songs	15.4K	2011	
Unreleased Songs	Despicable	intro ugh ha dana nanana nah fuck intro man lets go yeah verse come around like goes around goes must come anyone comes must go might well go gusto better let better let breathe last shot give got try turn bitch get fucked volume knob fuck snobs hoes hope rot two bottles lubriderm box condoms brought want ménage à trois twats fuck id rather turn club barroom brawl get rowdy roethlisberger bathroom stall like leech stuck vacuum yall aint nothing whole lot sucking going rap yeah im home bad bone back zone let alone dont want go eggin itll never chair crown tight cuts circulation brain oxygenother words theres heir throne die hiphop hitchcock shit bitch ask doc got ziplocked bag fags aint able fade since kid rock hightop keep bloggin mindboggle zone like im twilight dog get bone mic doggone like hoggin flows wet ima take beat tobogganing im waterloggin itim sogging pull verse beat stomp suplexing cement like im straight outta compton shit take dick chomp im bad bitchslap backhanded compliment jackass eat donkey dick game conquered like donkey kong im bonkers bitch im king honkey shit reign supreme honkey shit sense screaming arguing makes difference whether benz bentley bimmers car think ball well palm throw bombs vomit boy throw kitchen might hit mom omelette got egg face watch drop atomic strapped chest kamikaze bitch im batshit ozzy obvious tell right bat pun intended come closer ill bite head tryna give fingers kinda like giving spider web im gon na spin try use advantage ill catch fly bitch think fly food give much flying fuck superman dude guess cant make look stupid bamboozled confused usual get whipped open better hope handle heat stay fuck outta hells kitchen came cockblock like square fucking male chicken yeah shady slut rest suck big one cause im despicable daffy duck im spittin outro haha recovery	https://genius.com/albums/Eminem/Unreleased-songs	209.6K	April 27, 2010	
Unreleased Songs	Ghost Stories	intro uh huh uh huh yo alright yo verse im possessed evil demons torture im sleeping keepdreamingof death andim hearing people screaming devils spiritstrapped inside want im couch bleeding death haunted house wrists slit im lifted air suspended animation like someones holding im feeling somebodys cold hands wrapping around neck choke blood swallow drown death found breath somehow managed slip clutches nearly blacking dizziness head rushes tripping odd bodies dead lushes bloodstains paint plush carpet like red slushies doors open close books fly shelves curtains catch fire house melts skin blisters sticks together like twin sisters wind blows shatters windows like ten twisters caught piece shrapnel adams apple two cups holy water im looking em half full soon go touch em turn red rum got silent voices said come follow gates hell heard em yell welcome norman bates motel ring bell service greeted mother covered dry blood head still dented shovel said need room could try get rest gave keys best suite bag cess told thats starters satanll see later see im interested partners	https://genius.com/albums/Eminem/Unreleased-songs		January 1, 1998	
